,levy,manufacturer,year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo,price
11297,1533.0,Other,2016,Coupe,1,Petrol,3.6,126038,6.0,Automatic,Rear,2-3,Left wheel,Black,12,0,3293
11300,1091.0,Hyundai,2016,Minivan,1,Diesel,2.5,117595,4.0,Automatic,Front,4-5,Left wheel,White,4,0,32578
11301,1604.0,Mercedes-Benz,2014,Sedan,1,Petrol,5.5,101424,8.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,32302
11302,640.0,Kia,2013,Sedan,1,Petrol,2.0,35008,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,12231
11305,779.0,Toyota,2013,Sedan,1,Petrol,2.5,308694,4.0,Automatic,Front,4-5,Left wheel,Grey,11,0,3920
11306,639.0,Chevrolet,2014,Sedan,1,Diesel,2.0,101922,4.0,Automatic,Front,4-5,Left wheel,Black,6,0,21639
11307,1090.0,Kia,2008,Jeep,1,Diesel,2.0,60928,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9408
11308,765.0,Bmw,2015,Jeep,1,Petrol,2.0,97527,4.0,Tiptronic,4x4,4-5,Left wheel,Grey,12,0,25716
11309,765.0,Ford,2015,Sedan,0,Petrol,2.0,72114,4.0,Automatic,Front,4-5,Left wheel,White,0,0,12544
11310,1091.0,Hyundai,2016,Other,1,Diesel,2.5,40877,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,30326
11311,595.0,Toyota,2015,Hatchback,0,Petrol,1.5,71300,4.0,Automatic,Front,4-5,Left wheel,White,6,0,17876
11314,1268.0,Honda,2012,Minivan,0,Petrol,1.5,145000,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,0,10000
11315,456.0,Lexus,2015,Sedan,1,Hybrid,2.5,40386,4.0,Automatic,Front,4-5,Left wheel,White,12,0,10192
11316,919.0,Bmw,2012,Coupe,1,Petrol,3.0,92141,6.0,Automatic,Rear,2-3,Left wheel,White,12,0,2666
11318,584.0,Hyundai,2014,Sedan,0,Petrol,1.8,150000,6.0,Tiptronic,Front,4-5,Left wheel,Grey,8,0,18503
11320,1249.0,Chevrolet,2017,Sedan,1,Petrol,2.5,56486,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,35617
11321,831.0,Hyundai,2017,Sedan,1,Diesel,1.6,98000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,28909
11324,584.0,Other,2014,Sedan,1,Petrol,1.8,52000,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,1,17249
11325,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,127983,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,19384
11326,781.0,Toyota,2012,Jeep,1,Hybrid,2.5,268683,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,188
11327,831.0,Hyundai,2011,Sedan,1,Hybrid,2.4,224349,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,3450
11328,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,41279,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16778
11331,333.0,Ford,2014,Sedan,1,Hybrid,2.0,186048,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,862
11332,609.0,Honda,2016,Hatchback,1,Petrol,1.3,66890,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15486
11334,781.0,Hyundai,2012,Other,1,Diesel,2.5,216000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,21395
11335,891.0,Hyundai,2016,Sedan,1,Other,2.0,257646,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11290
11337,562.0,Chevrolet,2015,Sedan,1,Petrol,1.4,167317,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,1490
11339,259.0,Chevrolet,2014,Hatchback,1,Hybrid,1.4,112123,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,6586
11342,891.0,Hyundai,2016,Sedan,1,Other,2.0,245705,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,18760
11343,765.0,Hyundai,2015,Sedan,1,Other,2.0,50534,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,14740
11344,784.0,Ford,2017,Jeep,1,Petrol,1.5,41092,4.0,Automatic,4x4,4-5,Left wheel,Grey,8,1,21796
11345,640.0,Hyundai,2013,Jeep,1,Diesel,2.0,52326,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,26804
11350,761.0,Toyota,2010,Sedan,1,Hybrid,1.8,93000,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,15367
11352,761.0,Toyota,2010,Hatchback,0,Hybrid,1.8,90532,4.0,Automatic,Front,4-5,Left wheel,White,12,0,13172
11353,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,159379,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3136
11355,746.0,Toyota,2009,Sedan,1,Hybrid,1.5,142426,4.0,Automatic,Front,4-5,Left wheel,White,12,0,1882
11356,585.0,Hyundai,2013,Sedan,0,Petrol,1.8,41600,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,0,15681
11357,1360.0,Lexus,2013,Jeep,1,Petrol,4.6,154115,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,1490
11358,697.0,Hyundai,2015,Sedan,0,Petrol,1.8,17000,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,18189
11362,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,119315,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,21768
11365,874.0,Other,2013,Hatchback,0,Petrol,1.0,44333,4.0,Automatic,Front,2-3,Right-hand drive,Black,6,0,6899
11366,765.0,Ssangyong,2015,Jeep,1,Diesel,2.0,145572,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,28532
11367,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,184700,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,27921
11368,364.0,Chevrolet,2012,Hatchback,1,Petrol,1.0,75407,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,6272
11369,790.0,Other,2009,Sedan,1,Petrol,1.6,91930,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,3763
11371,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,50877,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,32772
11375,474.0,Other,2013,Hatchback,1,Petrol,1.4,170459,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,549
11377,1055.0,Mercedes-Benz,2013,Sedan,1,Diesel,3.5,107800,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,5802
11378,456.0,Toyota,2015,Sedan,1,Hybrid,2.5,80000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,27284
11379,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,162911,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13589
11380,1405.0,Bmw,2009,Jeep,1,Diesel,3.0,262072,6.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,6429
11381,779.0,Chevrolet,2011,Jeep,1,Diesel,2.2,148076,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,13799
11382,761.0,Toyota,2010,Hatchback,0,Hybrid,1.8,124000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,0,15524
11383,1505.0,Ford,2012,Other,0,Diesel,1.8,143560,4.0,Manual,Front,4-5,Right-hand drive,White,2,1,13799
11384,642.0,Kia,2012,Sedan,1,Petrol,2.0,46208,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,8781
11386,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,124912,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3763
11387,1399.0,Mercedes-Benz,2010,Sedan,1,Diesel,3.5,229904,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,470
11388,836.0,Hyundai,2010,Sedan,1,Other,2.0,66760,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8006
11389,585.0,Hyundai,2013,Sedan,1,Petrol,1.8,230746,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,706
11390,830.0,Toyota,2019,Sedan,1,Petrol,1.5,0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,1960
11391,642.0,Kia,2012,Sedan,1,Petrol,2.0,46208,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,8781
11392,640.0,Other,2013,Sedan,1,Petrol,2.0,134400,4.0,Tiptronic,Front,4-5,Left wheel,White,12,0,18189
11393,1058.0,Hyundai,2012,Jeep,1,Petrol,3.5,258493,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,2038
11397,993.0,Other,2006,Hatchback,0,Petrol,1.3,235000,4.0,Tiptronic,Front,4-5,Left wheel,Black,4,1,7840
11398,1077.0,Hyundai,2019,Hatchback,0,Petrol,2.0,12000,4.0,Tiptronic,Front,4-5,Left wheel,White,12,0,31047
11400,474.0,Chevrolet,2013,Hatchback,0,Petrol,1.4,190460,4.0,Tiptronic,Front,4-5,Left wheel,White,8,1,7527
11401,1017.0,Hyundai,2017,Jeep,1,Petrol,2.0,46932,4.0,Automatic,Front,4-5,Left wheel,Black,10,0,26500
11402,1282.0,Chevrolet,2007,Jeep,1,Diesel,2.0,74588,4.0,Automatic,Front,4-5,Left wheel,White,4,0,6586
11403,502.0,Toyota,2013,Hatchback,1,Hybrid,1.5,90000,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,17249
11404,971.0,Ssangyong,2016,Jeep,1,Diesel,2.2,105344,4.0,Automatic,Front,4-5,Left wheel,White,4,0,26149
11405,1109.0,Honda,2014,Hatchback,0,Hybrid,1.3,139000,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,0,9408
11407,911.0,Mercedes-Benz,2010,Minivan,1,Diesel,2.2,177000,4.0,Tiptronic,Rear,4-5,Left wheel,Silver,8,1,40142
11408,833.0,Chevrolet,2015,Jeep,1,Diesel,2.2,92825,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,36774
11409,730.0,Ssangyong,2016,Jeep,1,Petrol,1.6,48536,4.0,Automatic,Front,4-5,Left wheel,White,4,0,40064
11410,1266.0,Honda,2014,Hatchback,0,Hybrid,1.5,60000,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,0,11290
11412,765.0,Kia,2015,Jeep,1,Diesel,2.0,34000,4.0,Tiptronic,Front,4-5,Left wheel,White,8,1,47038
11415,1325.0,Other,2019,Jeep,1,Petrol,2.5,15480,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,3450
11418,1493.0,Mercedes-Benz,2016,Jeep,1,Petrol,3.5,91493,6.0,Automatic,Rear,4-5,Left wheel,Black,0,0,549
11420,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,93816,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,282
11421,474.0,Other,2013,Jeep,1,Petrol,1.4,107054,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,4391
11423,640.0,Other,2013,Jeep,1,Petrol,2.0,108259,4.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,2744
11429,1292.0,Bmw,2016,Jeep,1,Petrol,3.0,0,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,25716
11431,441.0,Hyundai,2015,Sedan,1,Hybrid,2.4,261928,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,94
11433,1604.0,Mercedes-Benz,2014,Sedan,1,Diesel,5.5,101424,8.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,32302
11435,1104.0,Bmw,2015,Sedan,1,Petrol,3.0,7800,6.0,Tiptronic,Rear,4-5,Left wheel,White,16,1,43905
11440,1624.0,Mercedes-Benz,2009,Sedan,1,Diesel,3.5,266061,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,314
11441,1047.0,Kia,2007,Hatchback,1,Diesel,1.6,1000,1.0,Manual,Front,4-5,Left wheel,Grey,4,0,10192
11442,781.0,Other,2012,Jeep,1,Petrol,2.5,204579,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,314
11443,1203.0,Chevrolet,2011,Coupe,1,Petrol,3.6,168350,6.0,Automatic,Rear,2-3,Left wheel,Other,12,0,7527
11444,629.0,Hyundai,2015,Sedan,1,Diesel,1.6,100535,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16568
11446,781.0,Toyota,2012,Jeep,1,Petrol,2.5,159901,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,5959
11450,761.0,Toyota,2010,Hatchback,1,Hybrid,1.8,258909,4.0,Automatic,Front,4-5,Left wheel,White,12,0,1803
11451,781.0,Hyundai,2012,Minivan,1,Diesel,2.5,52600,4.0,Automatic,Front,4-5,Left wheel,White,4,0,17719
11452,530.0,Other,2013,Hatchback,1,Petrol,1.6,134035,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,627
11453,893.0,Hyundai,2008,Hatchback,1,Diesel,1.6,62444,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,8006
11455,531.0,Other,2012,Jeep,1,Petrol,1.6,139200,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,1,15367
11456,562.0,Other,2015,Jeep,1,Petrol,1.4,58000,4.0,Automatic,Front,4-5,Left wheel,White,10,0,20385
11457,784.0,Toyota,2017,Hatchback,1,Petrol,1.5,50909,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,42933
11459,586.0,Toyota,2012,Hatchback,1,Hybrid,1.8,174285,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,784
11460,690.0,Honda,2016,Hatchback,0,Petrol,1.5,49600,4.0,Automatic,Front,4-5,Left wheel,White,6,0,18817
11462,502.0,Toyota,2013,Other,1,Hybrid,1.5,88777,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,15988
11463,891.0,Hyundai,2016,Sedan,1,Petrol,2.0,101200,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,37984
11466,585.0,Toyota,2013,Sedan,1,Hybrid,1.8,321616,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,157
11467,843.0,Toyota,2008,Hatchback,1,Hybrid,1.5,95520,4.0,Variator,Front,4-5,Left wheel,Other,0,0,14113
11468,777.0,Toyota,2014,Sedan,1,Petrol,2.5,147845,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0,23521
11469,583.0,Chevrolet,2018,Hatchback,1,Petrol,1.0,62499,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13322
11470,1646.0,Lexus,2015,Jeep,1,Petrol,4.6,102907,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,314
11473,1347.0,Hyundai,2008,Minivan,1,Diesel,2.5,93281,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13454
11474,1324.0,Toyota,2010,Jeep,1,Hybrid,3.3,226198,6.0,Automatic,4x4,4-5,Left wheel,Other,12,0,1725
11475,770.0,Hyundai,2016,Jeep,1,Diesel,1.7,25000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,1,45473
11476,640.0,Hyundai,2013,Jeep,1,Diesel,2.0,149038,4.0,Automatic,Front,4-5,Left wheel,White,4,0,30351
11477,971.0,Hyundai,2016,Jeep,1,Diesel,2.2,137986,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,43416
11478,1325.0,Toyota,2019,Sedan,1,Petrol,2.5,12336,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,392
11479,308.0,Honda,2015,Hatchback,1,Hybrid,1.5,102528,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,11726
11481,911.0,Mercedes-Benz,2010,Sedan,1,Diesel,2.2,0,4.0,Tiptronic,Rear,4-5,Left wheel,Black,6,1,28225
11482,891.0,Hyundai,2016,Sedan,0,Petrol,2.0,45500,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,25716
11487,640.0,Other,2013,Sedan,0,Petrol,2.0,112000,4.0,Manual,Front,4-5,Left wheel,Grey,10,0,12544
11488,1624.0,Lexus,2009,Jeep,1,Petrol,3.5,155200,6.0,Tiptronic,4x4,4-5,Left wheel,Other,12,0,36065
11489,441.0,Hyundai,2015,Sedan,1,Hybrid,2.4,77830,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,392
11490,1363.0,Mercedes-Benz,2012,Jeep,1,Diesel,4.6,180659,8.0,Automatic,4x4,4-5,Left wheel,Black,12,0,1725
11491,1091.0,Hyundai,2016,Minivan,1,Diesel,2.5,110169,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,36899
11492,875.0,Other,2012,Hatchback,0,Petrol,1.0,111111,3.0,Automatic,Front,4-5,Right-hand drive,Other,4,0,7213
11494,586.0,Toyota,2012,Hatchback,1,Hybrid,1.8,35083,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3450
11496,397.0,Lexus,2016,Hatchback,1,Hybrid,1.8,71904,4.0,Automatic,Front,4-5,Left wheel,White,0,0,9565
11498,765.0,Ford,2015,Sedan,0,Petrol,2.0,54000,4.0,Automatic,Front,4-5,Left wheel,Other,6,0,14113
11502,382.0,Ford,2015,Sedan,1,Hybrid,2.0,91760,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,314
11503,830.0,Honda,2019,Sedan,1,Petrol,1.5,4088,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,6429
11504,642.0,Ssangyong,2012,Jeep,1,Diesel,2.0,78732,4.0,Automatic,Front,4-5,Left wheel,White,4,0,29094
11505,707.0,Hyundai,2011,Jeep,1,Diesel,2.0,199660,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,19312
11506,1249.0,Hyundai,2017,Other,1,Diesel,2.5,105743,4.0,Automatic,Front,4-5,Left wheel,White,4,0,44843
11508,765.0,Chevrolet,2015,Jeep,1,Diesel,2.0,48294,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,32744
11510,891.0,Hyundai,2016,Sedan,1,Other,2.0,256355,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11290
11514,1017.0,Other,2017,Jeep,1,Diesel,2.0,50531,4.0,Automatic,4x4,4-5,Left wheel,Other,12,0,14269
11515,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,75300,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,42400
11516,843.0,Toyota,2008,Hatchback,0,Hybrid,1.5,190000,4.0,Automatic,Front,4-5,Left wheel,Other,8,0,11917
11518,873.0,Other,2014,Hatchback,0,Petrol,1.0,10000,4.0,Automatic,Front,4-5,Right-hand drive,White,4,0,7056
11521,891.0,Hyundai,2016,Sedan,1,Other,2.0,276546,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
11525,1493.0,Lexus,2016,Jeep,1,Petrol,3.5,65981,6.0,Automatic,Front,4-5,Left wheel,Black,12,0,47
11528,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,97010,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,34108
11530,584.0,Other,2014,Sedan,1,Diesel,1.8,69248,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,941
11531,259.0,Chevrolet,2014,Hatchback,1,Hybrid,1.4,110958,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,220
11532,1249.0,Toyota,2017,Jeep,1,Petrol,2.5,17600,4.0,Automatic,4x4,4-5,Left wheel,Other,12,0,45473
11533,831.0,Hyundai,2011,Sedan,0,Petrol,2.4,98000,4.0,Automatic,Front,4-5,Left wheel,Silver,8,0,12544
11534,584.0,Chevrolet,2014,Sedan,1,Petrol,1.8,59532,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,16766
11535,1113.0,Other,2012,Sedan,1,Petrol,3.7,291840,6.0,Automatic,Front,4-5,Left wheel,Black,12,0,31
11538,790.0,Hyundai,2009,Sedan,1,Diesel,1.6,53256,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,6272
11539,765.0,Hyundai,2015,Sedan,1,Other,2.0,51274,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15367
11541,1511.0,Hyundai,2010,Coupe,1,Petrol,3.8,151977,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,16621
11542,765.0,Hyundai,2015,Sedan,1,Other,2.0,30363,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13485
11543,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,199356,4.0,Automatic,Front,4-5,Left wheel,White,4,0,22947
11544,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,166720,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,22580
11546,607.0,Toyota,2019,Sedan,1,Hybrid,2.5,9626,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,3450
11548,1086.0,Chevrolet,2012,Sedan,1,Petrol,3.6,128195,6.0,Automatic,Front,4-5,Left wheel,Black,12,0,3293
11550,761.0,Toyota,2010,Hatchback,0,Hybrid,1.8,123270,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,14113
11551,419.0,Other,2013,Hatchback,1,Petrol,1.2,59000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,16838
11552,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,50930,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,22580
11556,1163.0,Toyota,2010,Hatchback,0,Petrol,1.0,39000,4.0,Automatic,Front,4-5,Right-hand drive,Black,10,0,6586
11557,917.0,Bmw,2013,Sedan,1,Hybrid,3.0,195941,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,627
11559,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,152000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,19676
11561,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,35058,4.0,Automatic,Front,4-5,Left wheel,White,12,0,18817
11562,789.0,Chevrolet,2009,Sedan,1,Petrol,1.6,66444,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,6272
11563,986.0,Lexus,2010,Sedan,1,Hybrid,2.4,275654,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,706
11565,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,202864,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,470
11566,1058.0,Mercedes-Benz,2012,Sedan,1,Diesel,3.5,240987,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,1646
11570,259.0,Chevrolet,2014,Hatchback,1,Hybrid,1.4,131893,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,314
11571,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,107179,4.0,Automatic,Front,4-5,Left wheel,White,4,0,20005
11572,1659.0,Toyota,2014,Sedan,1,Petrol,5.7,0,8.0,Automatic,4x4,4-5,Left wheel,White,12,0,3293
11573,770.0,Hyundai,2016,Jeep,1,Diesel,1.7,122856,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,43626
11575,1234.0,Other,2011,Sedan,1,Petrol,3.7,134157,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,549
11580,382.0,Ford,2015,Sedan,1,Hybrid,2.0,100747,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,2666
11583,831.0,Hyundai,2011,Sedan,1,Hybrid,2.4,108826,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,188
11584,765.0,Chevrolet,2015,Jeep,1,Diesel,2.0,123843,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,35617
11585,503.0,Toyota,2012,Hatchback,1,Petrol,1.5,58600,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,21893
11586,640.0,Ford,2013,Sedan,1,Hybrid,2.0,174619,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,1646
11588,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,225510,4.0,Automatic,Front,4-5,Left wheel,White,12,0,314
11590,781.0,Toyota,2012,Sedan,1,Petrol,2.5,13800,6.0,Tiptronic,Front,4-5,Left wheel,Blue,12,0,22580
11593,934.0,Other,2015,Sedan,1,Petrol,2.5,142800,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,1176
11594,1363.0,Lexus,2012,Jeep,1,Petrol,4.6,189704,8.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,157
11595,761.0,Toyota,2010,Hatchback,1,Hybrid,1.8,159382,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3293
11596,502.0,Toyota,2013,Hatchback,1,Petrol,1.5,123700,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,15530
11597,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,190549,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5018
11598,502.0,Honda,2013,Hatchback,1,Petrol,1.5,55000,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,22473
11599,586.0,Mercedes-Benz,2012,Sedan,1,Petrol,1.8,96432,4.0,Tiptronic,Rear,4-5,Left wheel,White,12,0,20100
11600,502.0,Toyota,2013,Hatchback,1,Petrol,1.5,83362,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,25089
11601,642.0,Other,2012,Sedan,1,Diesel,2.0,174966,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,2587
11602,862.0,Other,2011,Sedan,1,Petrol,2.5,134400,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,0,13485
11603,1055.0,Mercedes-Benz,2013,Sedan,1,Diesel,3.5,107800,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,5802
11604,645.0,Chevrolet,2011,Sedan,1,Petrol,1.8,117000,4.0,Tiptronic,Front,4-5,Left wheel,White,12,0,14740
11607,751.0,Kia,2013,Sedan,1,Hybrid,2.4,109000,4.0,Automatic,Front,4-5,Left wheel,White,12,0,21639
11608,503.0,Toyota,2012,Hatchback,1,Hybrid,1.5,163312,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7919
11609,798.0,Mercedes-Benz,2015,Jeep,1,Diesel,2.1,199189,4.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,13015
11610,640.0,Ford,2013,Sedan,1,Hybrid,2.0,174619,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,282
11611,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,97000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,19707
11612,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,162911,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13589
11613,595.0,Toyota,2015,Hatchback,1,Petrol,1.5,122637,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,28015
11615,1011.0,Ford,2016,Coupe,0,Petrol,2.3,85000,4.0,Tiptronic,Rear,2-3,Left wheel,Blue,8,1,43905
11616,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,109798,4.0,Automatic,Front,4-5,Left wheel,White,12,0,5488
11617,831.0,Hyundai,2017,Sedan,1,Petrol,1.6,25635,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1019
11618,696.0,Mercedes-Benz,2013,Other,0,Diesel,2.2,220000,4.0,Manual,Rear,4-5,Left wheel,White,2,1,47042
11623,475.0,Chevrolet,2012,Sedan,1,Other,1.4,0,4.0,Automatic,Front,4-5,Left wheel,Silver,10,0,11604
11625,765.0,Hyundai,2015,Sedan,1,Other,2.0,81125,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,17719
11626,1185.0,Hyundai,2009,Minivan,1,Diesel,2.5,72999,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,14426
11627,1077.0,Toyota,2019,Jeep,1,Petrol,2.0,19968,4.0,Automatic,Front,4-5,Left wheel,White,12,0,6586
11628,765.0,Hyundai,2015,Sedan,1,Other,2.0,43071,4.0,Automatic,Front,4-5,Left wheel,White,4,0,20542
11630,650.0,Chevrolet,2016,Sedan,1,Petrol,1.4,9470,4.0,Automatic,Front,4-5,Left wheel,Silver,8,1,18660
11634,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,130478,4.0,Automatic,Front,4-5,Left wheel,White,12,0,862
